,pl_name,pl_radj,pl_bmassj,pl_bmassprov,pl_orbper,pl_orbeccen,pl_orbincl,pl_eqt,st_mass,st_met,st_age,sy_snum,sy_pnum
4137,Kepler-68 d,,0.77,Msini,634.6,0.112,,,1.06,0.126,6.3,2,3
4138,Kepler-680 b,0.216,,,3.68992629,,,1319.032551,1.08,0.13,3.72,1,1
4139,Kepler-681 b,0.275,,,26.39435646,,,535.2396654,0.8,-0.04,5.01,1,1
4140,Kepler-682 b,0.658,,,12.61190667,,,974.556329,0.92,-0.05,3.98,1,1
4141,Kepler-683 b,0.176,,,2.53918318,,,1458.759807,0.96,-0.03,4.37,1,1
4142,Kepler-684 b,0.3,,,6.77030201,,,1045.229289,0.89,-0.11,4.37,1,1
4143,Kepler-685 b,0.944,,,1.6255222,,,1658.364194,1.11,0.15,3.39,1,1
4144,Kepler-686 b,1.084,,,1.59474546,,,1753.615047,0.94,-0.07,4.47,1,1
4145,Kepler-687 b,0.314,,,20.50586978,,,552.0269151,0.77,-0.04,5.5,1,1
4146,Kepler-688 b,0.871,,,3.89593684,,,1170.698809,0.98,0.02,4.27,1,1
4147,Kepler-689 b,0.258,,,22.36656079,,,620.9327474,0.91,-0.01,4.57,1,1
4148,Kepler-69 b,0.2,,,13.722341,0.16,89.62,779,0.81,-0.29,5.233333333,1,2
4149,Kepler-69 c,0.153,,,242.4613,0.14,89.85,299,0.81,-0.29,5.233333333,1,2
4150,Kepler-690 b,0.531,,,7.74809437,,,1058.984406,1.11,0.19,3.55,1,1
4151,Kepler-691 b,0.186,,,8.114379,,,516.659801,0.53,0.04,3.98,1,1
4152,Kepler-692 b,0.277,,,21.81293494,,,667.7242621,0.9,-0.01,4.68,1,1
4153,Kepler-693 b,0.908,,,15.37563332,,,,0.76,-0.1,4.47,2,1
4154,Kepler-694 b,0.25,,,6.36584161,,,1017.795556,0.97,0,4.07,1,1
4155,Kepler-695 b,0.822,,,3.04033042,,,1165.264819,0.84,-0.01,4.47,1,1
4156,Kepler-696 b,0.548,,,4.19042557,,,1358.796555,1.06,0.07,3.98,1,1
4157,Kepler-697 b,0.368,,,3.70987065,,,1222.677993,0.92,-0.01,4.37,1,1
4158,Kepler-698 b,0.328,,,16.32976218,,,881.063185,0.94,-0.03,4.27,1,1
4159,Kepler-7 b,1.622,0.441,Mass,4.8854892,,85.161,1630,1.36,0.11,3.6,1,1
4160,Kepler-700 b,0.534,,,80.8720639,,,468.770808,0.98,0.04,4.37,1,1
4161,Kepler-701 b,0.253,,,10.35533177,,,824.2087437,0.88,0,4.47,1,1
4162,Kepler-702 b,0.818,,,10.52629406,,,804.1225187,0.9,0,4.47,1,1
4163,Kepler-703 b,0.732,,,4.58352176,,,1173.141942,1.18,0.05,2.69,1,1
4164,Kepler-704 b,0.233,,,3.76182115,,,1254.186774,0.97,0.09,5.13,1,1
4165,Kepler-705 b,0.188,,,56.0560538,,89.99,265,0.53,0.07,3.89,1,1
4166,Kepler-706 b,1.175,,,41.40831347,,,508.3698552,0.87,-0.06,4.79,1,1
4167,Kepler-707 b,0.119,,,2.23749275,,,1229.387452,0.8,-0.12,4.9,1,1
4168,Kepler-708 b,0.261,,,3.16789194,,,1364.028169,0.97,0.01,4.37,1,1
4169,Kepler-709 b,0.261,,,16.08524954,,,650.1202156,0.8,-0.08,4.9,1,1
4170,Kepler-710 b,0.168,,,4.34728553,,,1259.303893,0.94,-0.04,4.17,1,1
4171,Kepler-711 b,0.304,,,23.58914398,,,529.8264702,0.84,-0.04,4.37,1,1
4172,Kepler-712 b,0.304,,,21.02247699,,,569.2086874,0.84,-0.03,3.31,1,2
4173,Kepler-712 c,0.433,,,226.89047,,,257.5692797,0.84,-0.03,3.31,1,2
4174,Kepler-713 b,0.221,,,7.411141,,,1028.717573,0.98,-0.03,3.8,1,1
4175,Kepler-714 b,0.863,,,8.09888799,,,1164.621051,1.09,0.04,3.55,1,1
4176,Kepler-715 b,0.335,,,10.00652995,,,980.2423917,1.04,0.02,3.98,1,1
4177,Kepler-716 b,0.259,,,10.37168453,,,725.938807,0.83,0,4.57,1,2
4178,Kepler-716 c,,,,3.96999,,,1005.825632,0.83,-0.045,6.2,1,2
4179,Kepler-717 b,0.216,,,4.40840023,,,1451.592543,0.88,-0.12,4.37,1,1
4180,Kepler-718 b,1.477,,,2.0523499,,,1646.419668,1.18,0.06,2.57,1,1
4181,Kepler-719 b,0.76,,,5.00731778,,,1225.004592,0.99,-0.02,3.98,1,1
4182,Kepler-720 b,0.75,,,4.70832654,,,1221.722407,0.95,0,3.63,1,1
4183,Kepler-721 b,0.236,,,5.39202539,,,939.8589745,0.82,-0.01,4.9,1,1
4184,Kepler-722 b,0.235,,,4.09357325,,,1272.373551,1.03,0.02,4.37,1,2
4185,Kepler-722 c,0.252,,,105.144749,,,429.1284687,1.03,0.02,4.37,1,2
4186,Kepler-723 b,1.088,,,4.08227507,,,1120.260509,0.92,0,4.57,1,1
4187,Kepler-724 b,0.294,,,3.31494634,,,1231.585982,0.9,-0.02,4.37,1,1
4188,Kepler-725 b,0.948,,,39.64317811,,,511.7408368,0.88,-0.01,4.37,1,1
4189,Kepler-726 b,0.291,,,21.80451088,,,604.4698442,0.88,-0.09,4.47,1,1
4190,Kepler-727 b,0.226,,,5.15448442,,,1017.599196,0.89,-0.01,4.79,1,1
4191,Kepler-728 b,0.298,,,5.74347727,,,1170.893605,0.95,-0.03,4.07,1,1
4192,Kepler-729 b,0.319,,,3.16635371,,,1483.079539,0.94,-0.05,4.27,1,1
4193,Kepler-730 b,1.1,,,6.49168281,,86.96,1219,1.05,0.21,9.5,1,2
4194,Kepler-730 c,0.14,,,2.85188338,,83.81,1607,1.05,0.21,9.5,1,2
4195,Kepler-731 b,1.238,,,3.85560355,,,1308.911367,1.03,0.04,3.8,1,1
4196,Kepler-732 b,0.194,,,9.46781405,,,462.0202451,0.49,-0.01,4.47,1,2
4197,Kepler-732 c,0.113,,,0.89304124,,,1014.971251,0.49,-0.01,4.47,1,2
4198,Kepler-733 b,0.252,,,20.83424726,,,641.7075148,0.9,0.01,4.27,1,1
4199,Kepler-734 b,0.318,,,6.10485286,,,1103.823696,0.85,-0.17,2.34,1,1
4200,Kepler-735 b,0.263,,,11.51516988,,,697.6915263,0.85,0.07,4.37,1,1
4201,Kepler-736 b,0.261,,,3.60147201,,,1087.734755,0.86,0.03,4.27,1,1
4202,Kepler-737 b,0.175,,,28.59915399,,,334.7883641,0.51,-0.24,3.89,1,1
4203,Kepler-738 b,0.223,,,24.58721573,,,598.8338682,0.86,-0.09,4.57,1,1
4204,Kepler-739 b,0.296,,,12.53248465,,,864.5127316,0.93,-0.08,4.27,1,1
4205,Kepler-74 b,0.96,0.63,Mass,7.340711,0.287,87.46,1078,1.18,0.42,0.8,1,1
4206,Kepler-740 b,0.408,,,3.58410122,,,1238.21407,0.91,0.03,4.79,1,1
4207,Kepler-741 b,0.265,,,7.03902374,,,1186.329892,1.16,0.07,3.16,1,1
4208,Kepler-742 b,0.289,,,8.36086824,,,715.1693226,0.76,0.07,2.57,1,1
4209,Kepler-743 b,0.108,,,3.17926292,,,,0.94,0.01,1.86,2,1
4210,Kepler-744 b,0.145,,,12.06222443,,,933.6535502,0.94,0,5.13,1,1
4211,Kepler-745 b,0.193,,,9.93143556,,,1021.01172,1.04,0.06,4.07,1,1
4212,Kepler-746 b,0.099,,,3.48159251,,,1253.549707,0.91,0.09,8.71,1,1
4213,Kepler-747 b,0.47,,,35.61760587,,,692.4479184,0.82,-0.03,4.79,1,1
4214,Kepler-748 b,0.225,,,7.40742793,,,1105.168173,1.07,0.08,3.72,1,1
4215,Kepler-749 b,0.277,,,17.31716585,,,542.028007,0.79,-0.11,4.57,1,1
4216,Kepler-75 b,1.05,10.1,Mass,8.8849116,0.57,89.12,767,0.91,0.3,6.2,1,1
4217,Kepler-750 b,0.274,,,9.42887179,,,1127.635562,1.15,0.03,3.09,1,2
4218,Kepler-750 c,0.145,,,4.08899022,,,1490.752677,1.15,0.03,3.09,1,2
4219,Kepler-751 b,0.219,,,17.44490636,,,711.3981038,0.87,-0.06,4.47,1,1
4220,Kepler-752 b,0.251,,,18.82747265,,,701.7536178,0.87,-0.08,4.07,1,1
4221,Kepler-753 b,0.17,,,5.74772501,,,666.7417958,0.68,-0.03,3.63,1,1
4222,Kepler-754 b,0.179,,,14.5596237,,,885.0542703,1.06,0.05,3.8,1,1
4223,Kepler-755 b,0.157,,,1.26909037,,,,0.82,-0.01,4.9,2,2
4224,Kepler-755 c,0.112,,,2.85313364,,,,0.82,-0.01,4.9,2,2
4225,Kepler-756 b,0.1,,,1.22486632,,,1711.015875,0.82,-0.19,4.47,1,1
4226,Kepler-757 b,0.121,,,1.02267882,,,1904.547288,1.08,0.02,3.31,1,1
4227,Kepler-758 b,0.221,,,12.1097104,,,1130.162465,1.16,-0.1,3.8,1,4
4228,Kepler-758 c,0.151,,,4.75793986,,,1543.04698,1.16,-0.1,3.8,1,4
4229,Kepler-758 d,0.189,,,20.4966197,,,948.3268582,1.16,-0.1,3.8,1,4
4230,Kepler-758 e,0.136,,,8.1934719,,,1287.348532,1.16,-0.1,3.8,1,4
4231,Kepler-759 b,0.203,,,41.805985,,,613.623777,1.04,0.06,3.89,1,1
4232,Kepler-76 b,1.36,2.01,Mass,1.5449298,,77.55,2140,1.2,-0.1,2.283333333,1,1
4233,Kepler-760 b,0.273,,,8.70419416,,,891.1670867,0.89,0.08,4.57,1,2
4234,Kepler-760 c,0.132,,,2.46697439,,,1365.126381,0.89,0.08,4.57,1,2
4235,Kepler-761 b,0.181,,,10.12804789,,,914.8484577,0.95,-0.09,4.07,1,1
4236,Kepler-762 b,1.131,,,3.7705521,,,1472.741326,1.06,0.02,3.8,1,1
4237,Kepler-763 b,0.109,,,1.19655156,,,1554.298893,0.84,0.01,4.79,1,1
4238,Kepler-764 b,0.146,,,7.33683936,,,964.3211761,0.92,-0.06,4.17,1,1
4239,Kepler-765 b,0.217,,,27.6655226,,,700.4969189,1.05,0.04,3.72,1,1
4240,Kepler-766 b,0.302,,,6.10027804,,,1206.468478,1.1,0.09,3.63,1,1
4241,Kepler-767 b,0.592,,,161.5280101,,,408.0641998,0.96,-0.05,4.07,1,1
4242,Kepler-768 b,0.16,,,11.3910025,,,688.7176699,0.82,-0.03,4.57,1,1
4243,Kepler-769 b,0.261,,,7.42608998,,,1101.659351,1.19,0.06,2.88,1,2
4244,Kepler-769 c,0.16,,,15.9870174,,,853.5954573,1.19,0.06,2.88,1,2
4245,Kepler-77 b,0.96,0.43,Mass,3.57878087,,88,1440,0.95,0.2,7.5,1,1
4246,Kepler-770 b,0.205,,,18.92540274,,,823.3642048,0.94,-0.01,4.57,1,3
4247,Kepler-770 c,0.107,,,1.47532231,,,1938.736482,0.94,-0.01,4.57,1,3
4248,Kepler-770 d,0.125,,,4.15244722,,,1373.134395,0.94,-0.01,4.57,1,3
4249,Kepler-771 b,0.162,,,8.73485836,,,1054.022971,1.03,0.01,3.72,1,1
4250,Kepler-772 b,0.162,,,12.99207337,,,1008.061468,0.98,0.03,8.13,1,1
4251,Kepler-773 b,0.128,,,3.74910006,,,1318.938687,1.04,0.05,2.82,1,1
4252,Kepler-774 b,0.283,,,11.0895723,,,1310.439891,1.57,0.04,2.14,1,1
4253,Kepler-775 b,0.106,,,0.97486893,,,1758.49282,0.92,-0.04,1.86,1,1
4254,Kepler-776 b,0.114,,,4.89718784,,,954.5799891,0.83,0.05,4.37,1,1
4255,Kepler-777 b,0.131,,,5.72812599,,,656.9022328,0.58,-0.17,3.16,1,1
4256,Kepler-778 b,0.15,,,3.75574426,,,1065.327009,0.81,-0.09,5.25,1,1
4257,Kepler-779 b,0.082,,,7.09714223,,,,0.46,-0.43,3.89,2,1
4258,Kepler-78 b,0.1,0.00619,Mass,0.35500744,,79,2250,0.84,-0.14,0.666666667,2,1
4259,Kepler-780 b,0.079,,,0.67737516,,,2332.224436,1.01,0.05,4.9,1,1
4260,Kepler-781 b,0.258,,,13.2140732,,,696.0761158,0.81,-0.1,4.9,1,1
4261,Kepler-782 b,0.286,,,158.6853308,,,403.0553332,0.98,-0.14,5.25,1,1
4262,Kepler-783 b,0.07,,,4.29264638,,,1187.726957,0.93,0.01,3.89,1,2
4263,Kepler-783 c,,,,7.05395,,,1013.30546,0.94,-0.03,9.7,1,2
4264,Kepler-784 b,0.141,,,31.5922646,,,894.0912821,1,0.07,9.12,1,1
4265,Kepler-785 b,1.162,,,1.97376093,,,970.8521731,0.77,-0.02,2.82,1,1
4266,Kepler-786 b,0.217,,,53.5293487,,,384.9974655,0.81,0.09,2.51,1,1
4267,Kepler-787 b,0.114,,,0.9283105,,,1369.527253,0.65,-0.09,3.39,1,1
4268,Kepler-788 b,0.227,,,8.39846269,,,1113.977328,1.16,0.05,3.02,1,1
4269,Kepler-789 b,0.189,,,8.63847725,,,1218.359227,1.01,-0.06,3.72,1,1
4270,Kepler-79 b,0.31,0.0343,Mass,13.4845,0.015,88.78,976.1935484,1.17,-0.073,3.44,1,4
4271,Kepler-79 c,0.332,0.019,Mass,27.4029,0.03,89.48,770.6941108,1.17,-0.073,3.44,1,4
4272,Kepler-79 d,0.639,0.019,Mass,52.0902,0.025,89.93,629.2213622,1.17,-0.073,3.44,1,4
4273,Kepler-79 e,0.311,0.013,Mass,81.0659,0.012,89.13,546.2273414,1.17,-0.073,3.44,1,4
4274,Kepler-790 b,0.194,,,13.73469807,,,677.6117894,0.84,-0.05,4.9,1,1
4275,Kepler-791 b,0.272,,,14.5539759,,,959.5255102,1.3,0.06,2.24,1,1
4276,Kepler-792 b,0.175,,,11.30119217,,,947.5766329,1.09,0.08,3.39,1,1
4277,Kepler-793 b,0.122,,,4.24153639,,,1282.165455,0.98,0,4.27,1,1
4278,Kepler-794 b,0.188,,,11.13125132,,,1055.596399,1.19,0.34,4.07,1,1
4279,Kepler-795 b,0.15,,,29.6193421,,,,0.94,-0.02,6.46,2,1
4280,Kepler-796 b,0.116,,,6.40087618,,,1392.310711,0.93,0.09,11.75,1,1
4281,Kepler-797 b,0.194,,,27.07237711,,,725.6694727,0.96,-0.02,3.89,1,1
4282,Kepler-798 b,0.213,,,13.71933369,,,948.3659759,1.19,0.03,2.82,1,1
4283,Kepler-799 b,0.614,,,133.4605235,,,422.6900465,0.95,-0.07,3.98,1,2
4284,Kepler-799 c,,,,15.19419956,,,889.7799162,1.03,0.14,0.5,1,2
4285,Kepler-8 b,1.416,0.59,Mass,3.5224991,,83.978,1680,1.21,-0.055,3.942,1,1
4286,Kepler-80 b,0.238,0.0218,Mass,7.05246,,89.34,653.5769246,0.73,0.04,2,1,6
4287,Kepler-80 c,0.244,0.02121,Mass,9.52355,,89.33,591.3037486,0.73,0.04,2,1,6
4288,Kepler-80 d,0.136,0.02124,Mass,3.07222,,88.35,871.24556,0.73,0.04,2,1,6
4289,Kepler-80 e,0.143,0.01299,Mass,4.64489,,88.79,754.4316358,0.73,0.04,2,1,6
4290,Kepler-80 f,0.108,,,0.9867873,,86.5,1271.67897,0.73,0.04,2,1,6
4291,Kepler-80 g,0.101,,,14.64558,,89.35,418,0.83,0.04,,1,6
4292,Kepler-800 b,0.254,,,14.13176026,,,723.1402847,0.85,-0.09,4.68,1,1
4293,Kepler-801 b,0.178,,,11.41928253,,,519.9834928,0.67,-0.17,3.55,1,1
4294,Kepler-802 b,0.316,,,40.0587473,,,530.1987071,0.93,0.06,4.68,1,1
4295,Kepler-803 b,0.338,,,50.28638192,,,563.2899343,1.05,0.02,4.9,1,1
4296,Kepler-804 b,0.173,,,14.37457351,,,830.4810432,1.01,0,5.25,1,2
4297,Kepler-804 c,0.102,,,9.65185017,,,947.2337443,1.01,0,5.25,1,2
4298,Kepler-805 b,0.258,,,30.8638931,,,830.6793851,1.19,-0.06,4.27,1,1
4299,Kepler-806 b,0.102,,,8.09219642,,,1258.718954,0.99,0,7.76,1,1
4300,Kepler-807 b,0.93,,,117.9310878,,,462.2028469,1.04,-0.04,3.72,1,1
4301,Kepler-808 b,0.13,,,0.63133235,,,1439.762562,0.76,0.05,1.95,1,1
4302,Kepler-809 b,0.269,,,55.63934,,,523.3647162,0.99,0.04,4.37,1,1
4303,Kepler-81 b,0.216,0.054,Mass,5.955,,,666.891057,0.64,-0.163,5.215,1,3
4304,Kepler-81 c,0.211,0.014,Mass,12.04,,,527.3998313,0.64,-0.163,5.215,1,3
4305,Kepler-81 d,0.108,,,20.837846,,,443.3326257,0.647272727,-0.158888889,5.215,1,3
4306,Kepler-810 b,0.172,,,4.59725385,,,1201.713167,1.03,0.1,4.17,1,1
4307,Kepler-811 b,0.241,,,23.58447697,,,771.5916194,1.01,0.05,7.94,1,1
4308,Kepler-812 b,0.317,,,10.11716531,,,1312.845042,1.45,0.02,1.66,1,1
4309,Kepler-813 b,0.191,,,19.12947337,,,790.2899676,0.95,-0.13,3.98,1,1
4310,Kepler-814 b,0.189,,,6.1469851,,,1345.527075,1.15,0.01,3.02,1,1
4311,Kepler-815 b,0.367,,,8.57503552,,,1524.041969,1.25,-0.03,4.9,1,1
4312,Kepler-816 b,0.914,,,10.50682565,,,735.1264712,0.9,0.16,4.17,1,1
4313,Kepler-817 b,0.806,,,3.99010623,,,1256.5463,1.03,0.02,3.55,1,1
4314,Kepler-818 b,0.456,,,10.03538581,,,869.9171418,0.94,-0.08,3.98,1,1
4315,Kepler-819 b,0.246,,,33.1995648,,,508.7408127,0.86,-0.06,4.47,1,1
4316,Kepler-82 b,0.363,0.03823,Mass,26.44,0.0033,89.052,625.2233555,0.91,0.091714286,4.79,1,5
4317,Kepler-82 c,0.476,0.04373,Mass,51.54,0.007,90.15,500.5039836,0.91,0.091714286,4.79,1,5
4318,Kepler-82 d,0.158,,,2.382961,,,1387.65398,0.94125,0.091714286,4.79,1,5
4319,Kepler-82 e,0.22,,,5.902206,,,1024.188303,0.937777778,0.106625,4.79,1,5
4320,Kepler-82 f,,0.06576,Mass,75.732,0.0014,86.3,,0.91,,,1,5
4321,Kepler-820 b,0.543,,,127.8338098,,,555.4286126,1.23,0.09,2.63,1,1
4322,Kepler-821 b,0.117,,,1.92279873,,,1313.335954,0.84,-0.03,4.79,1,1
4323,Kepler-822 b,0.158,,,3.22296927,,,1333.765335,1.06,0.04,3.55,1,1
4324,Kepler-823 b,0.14,,,4.16809082,,,1372.220712,0.98,0.06,4.47,1,1
4325,Kepler-824 b,0.167,,,4.51436633,,,1329.285962,1.15,0.14,3.31,1,1
4326,Kepler-825 b,0.136,,,3.77360059,,,1373.417763,1.03,-0.08,3.55,1,2
4327,Kepler-825 c,0.164,,,8.1818246,,,1060.419589,1.03,-0.08,3.55,1,2
4328,Kepler-826 b,0.112,,,4.48758907,,,1306.943247,1.05,-0.12,4.37,1,1
4329,Kepler-827 b,0.502,,,51.92927591,,,561.7275336,0.93,-0.06,4.37,1,1
4330,Kepler-828 b,0.135,,,0.56785714,,,1870.126423,0.81,-0.02,4.57,1,1
4331,Kepler-829 b,0.188,,,6.88337562,,,1000.394509,0.98,0.03,4.68,1,1
4332,Kepler-83 b,0.252,0.132,Mass,9.77,,,,0.66,-0.21,4.595,2,3
4333,Kepler-83 c,0.211,0.036,Mass,20.09,,,,0.66,-0.213636364,4.595,2,3
4334,Kepler-83 d,0.173,0.077,Mass,5.169796,,,,0.573,-0.213636364,4.595,2,3
4335,Kepler-830 b,0.152,,,11.29695137,,,970.2486725,1.07,-0.02,3.47,1,1
4336,Kepler-831 b,0.113,,,5.62153941,,,1086.736618,0.99,0.02,4.17,1,1
4337,Kepler-832 b,0.184,,,7.1396941,,,1078.284501,0.92,-0.08,4.37,1,1
4338,Kepler-833 b,0.18,,,18.7546998,,,456.4298576,0.64,-0.18,3.72,1,1
4339,Kepler-834 b,0.18,,,13.32388301,,,487.0090394,0.7,-0.13,2.69,1,1
4340,Kepler-835 b,0.249,,,11.41909375,,,1017.255989,1.08,0.08,3.63,1,1
4341,Kepler-836 b,0.244,,,11.36112327,,,939.9775631,1.03,-0.01,4.27,1,1
4342,Kepler-837 b,0.228,,,16.56059504,,,730.5142521,0.85,-0.18,3.98,1,1
4343,Kepler-838 b,0.244,,,15.74957994,,,812.6021727,0.98,-0.06,4.17,1,1
4344,Kepler-839 b,0.229,,,37.8144514,,,695.9768372,1.22,0.29,2.82,1,1
4345,Kepler-84 b,0.199,0.126,Mass,8.726,,,1057.38257,1,-0.134,3.99,1,5
4346,Kepler-84 c,0.211,0.064,Mass,12.883,,,928.6061336,1,-0.134,3.99,1,5
4347,Kepler-84 d,0.123,,,4.224537,,,1328.030237,1.011666667,-0.134,3.99,1,5
4348,Kepler-84 e,0.232,,,27.434389,,,711.8184468,1.011666667,-0.134,3.99,1,5
4349,Kepler-84 f,0.196,,,44.552169,,,605.5891031,1.011666667,-0.134,3.99,1,5
4350,Kepler-841 b,0.467,,,124.4198398,,,350.900661,0.85,-0.09,4.47,1,1
4351,Kepler-842 b,0.143,,,1.21956827,,,1364.52511,0.78,-0.02,4.37,1,1
4352,Kepler-843 b,0.231,,,2.05387982,,,1532.149667,1.02,0.05,4.17,1,1
4353,Kepler-844 b,0.15,,,2.61302086,,,812.7885321,0.59,-0.24,3.8,1,1
4354,Kepler-845 b,0.182,,,0.92785982,,,1527.719577,0.79,0.01,4.79,1,1
4355,Kepler-846 b,0.221,,,19.80792185,,,676.2976525,0.94,0,4.37,1,1
4356,Kepler-847 b,0.105,,,2.3432319,,,1157.310771,0.83,0.15,3.89,1,1
4357,Kepler-848 b,0.152,,,6.91134416,,,1265.941119,1.01,0.15,8.32,1,1
4358,Kepler-849 b,0.637,,,394.6244904,,,360.9833096,1.23,0.12,3.98,1,1
4359,Kepler-85 b,0.176,,,8.306,,,910.0762852,0.92,-0.016,2.485,1,4
4360,Kepler-85 c,0.194,0.066,Mass,12.513,,,796.5280943,0.92,-0.016,2.485,1,4
4361,Kepler-85 d,0.107,,,17.91323,,,687.4800714,0.945,-0.02,0.6,1,4
4362,Kepler-85 e,0.113,0.00189,Mass,25.216751,,,615.5160628,0.94,-0.016,2.485,1,4
4363,Kepler-850 b,0.159,,,7.19303878,,,1111.25964,1.06,0.03,3.89,1,1
4364,Kepler-851 b,0.15,,,8.50699658,,,938.7114959,0.89,-0.07,4.47,1,1
4365,Kepler-852 b,0.227,,,44.9309804,,,753.0413729,1.19,0.22,1.48,1,1
4366,Kepler-853 b,0.151,,,7.16892463,,,1257.998981,1.3,0.07,2.69,1,1
4367,Kepler-855 b,0.745,,,7.8866311,,,1118.654146,1.03,0.06,4.17,1,1
4368,Kepler-856 b,0.83,,,8.02768059,,,943.2494863,0.96,0.12,4.27,1,1
4369,Kepler-857 b,0.607,,,85.35129427,,,419.6580353,0.99,0.02,4.27,1,1
4370,Kepler-858 b,0.434,,,76.13602028,,,445.9272347,0.96,-0.04,3.39,1,1
4371,Kepler-859 b,0.276,,,20.38177573,,,557.7753742,0.81,-0.02,4.57,1,1
4372,Kepler-860 b,0.289,,,5.10137945,,,1109.156845,1.04,0.09,4.27,1,1
4373,Kepler-861 b,0.203,,,3.94963138,,,1036.035006,0.82,0.01,4.47,1,1
4374,Kepler-862 b,0.197,,,3.14866453,,,1241.172865,0.88,0.04,4.79,1,1
4375,Kepler-863 b,0.259,,,15.59461874,,,838.5843687,0.96,-0.03,3.8,1,1
4376,Kepler-864 b,0.214,,,5.83376092,,,1252.853673,1,0.04,4.68,1,1
4377,Kepler-865 b,0.222,,,14.16399294,,,729.406512,0.93,-0.01,4.27,1,1
4378,Kepler-866 b,0.145,,,2.61703254,,,1049.40266,0.75,-0.07,4.27,1,1
4379,Kepler-867 b,0.414,,,150.242127,,,344.8441571,0.92,-0.02,5.89,1,1
4380,Kepler-868 b,0.183,,,5.03251791,,,1174.559572,0.93,-0.08,3.89,1,1
4381,Kepler-869 b,0.322,,,40.4287755,,,546.0885166,0.97,0.02,4.79,1,1
4382,Kepler-87 b,1.204,1.02,Mass,114.73635,0.036,89.274,478,1.1,-0.17,7.5,1,2
4383,Kepler-87 c,0.548,0.02,Mass,191.2318,0.039,89.588,403,1.1,-0.17,7.5,1,2
4384,Kepler-870 b,0.248,,,21.3587621,,,751.4587231,1.01,-0.01,3.8,1,1
4385,Kepler-871 b,0.334,,,22.0459018,,,758.7000003,1.11,0.09,3.47,1,1
4386,Kepler-872 b,0.178,,,2.57885507,,,1345.573216,1.05,0.04,4.17,1,1
4387,Kepler-873 b,0.335,,,20.5533844,,,804.3888407,1.18,0.07,2.95,1,1
4388,Kepler-874 b,0.352,,,40.0686727,,,612.920374,1.09,0.03,3.31,1,1
4389,Kepler-875 b,0.259,,,27.5073799,,,659.6444532,1.06,0.03,3.39,1,1
4390,Kepler-876 b,0.128,,,5.14438011,,,959.0670219,0.81,-0.03,5.25,1,1
4391,Kepler-877 b,0.189,,,18.45847097,,,667.2012837,0.85,-0.06,4.57,1,1
4392,Kepler-878 b,0.172,,,25.9422033,,,580.8524249,0.81,-0.03,4.57,1,1
4393,Kepler-879 b,0.229,,,33.3855938,,,628.3466743,1.02,0.05,4.27,1,1
4394,Kepler-88 d,,,,1403,0.41,,159.9236917,0.99,0.27,,1,3
4395,Kepler-880 b,0.237,,,7.71468975,,,1436.836863,1.46,0.03,1.66,1,1
4396,Kepler-881 b,0.159,,,4.44448017,,,1313.583988,1.06,0,3.8,1,1
4397,Kepler-882 b,0.11,,,3.98953967,,,1025.727071,0.9,-0.03,4.57,1,1
4398,Kepler-883 b,0.159,,,12.98495573,,,935.3991571,1.06,-0.13,3.02,1,1
4399,Kepler-884 b,0.11,,,5.69919514,,,1132.218652,1,0.05,2.45,1,1
4400,Kepler-885 b,0.223,,,18.11472949,,,932.7201269,1.21,0.11,3.16,1,1
4401,Kepler-886 b,0.136,,,6.24146367,,,1155.407635,1.1,-0.01,3.39,1,1
4402,Kepler-887 b,0.164,,,20.42228798,,,874.3513445,1.19,0.08,3.09,1,2
4403,Kepler-887 c,0.101,,,7.63846023,,,1207.518892,1.19,0.08,3.09,1,2
4404,Kepler-888 b,0.157,,,70.6979061,,,503.061097,0.97,-0.21,1.48,1,1
4405,Kepler-889 b,0.097,,,3.744439,,,1464.090006,1.14,0.19,3.98,1,1
4406,Kepler-890 b,0.793,,,52.75875577,,,612.9011338,1.09,0.09,3.63,1,1
4407,Kepler-891 b,0.572,,,53.44945593,,,621.138247,1.06,0.09,3.55,1,1
4408,Kepler-892 b,0.251,,,13.7521072,,,590.4326551,0.75,-0.04,5.01,1,1
4409,Kepler-893 b,0.27,,,6.33855761,,,1123.405745,1,-0.03,3.8,1,1
4410,Kepler-894 b,0.248,,,9.803224,,,942.3382619,0.87,-0.25,4.27,1,1
4411,Kepler-895 b,0.137,,,2.80624233,,,841.8565193,0.65,-0.16,2.63,1,1
4412,Kepler-896 b,0.226,,,144.547396,,,418.7905361,0.84,-0.1,5.01,1,1
4413,Kepler-897 b,0.213,,,8.0472642,,,1027.039747,1.03,0.04,4.37,1,1
4414,Kepler-898 b,0.133,,,5.8706191,,,676.9782333,0.65,-0.06,3.98,1,1
4415,Kepler-899 b,0.239,,,19.17891293,,,733.2624523,0.93,-0.06,4.07,1,1
4416,Kepler-9 b,0.74,0.13655,Mass,19.23891,0.0609,88.982,737.8450194,1.02,0.05,2,1,3
4417,Kepler-9 c,0.721,0.09408,Mass,38.9853,0.06691,89.188,585.2805734,1.02,0.05,2,1,3
4418,Kepler-9 d,0.146,,,1.592851,,,2026,1.07,0.12,1,1,3
4419,Kepler-90 i,0.118,,,14.44912,,89.2,709,1.12,0.098,,1,8
4420,Kepler-900 b,0.186,,,6.9913086,,,773.4559426,0.78,-0.01,4.57,1,1
