planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,planet_temperature,star_temperature,star_radius,star_mass
Kepler-1590 b,1,7.61760804,0.0772,1.09,89.38,0.0,255.32,1019.0,6202.0,1.07,1.05
Kepler-1592 b,1,3.05710069,0.04,1.02,87.66,0.0,504.87,1209.0,6020.0,0.83,0.91
Kepler-1594 b,1,2.71603809,0.0391,1.04,89.38,0.0,877.28,1388.0,6191.0,1.01,1.07
Kepler-1595 b,1,4.56383697,0.051,1.22,88.56,0.0,218.18,980.0,5408.0,0.86,0.85
Kepler-1597 b,1,2.94648935,0.0427,890.0,89.92,0.0,1187.5,1497.0,6481.0,1.17,1.19
Kepler-1598 b,1,4.34195123,0.0527,960.0,89.95,0.0,552.7,1237.0,6164.0,1.09,1.03
Kepler-1599 b,1,122.363553,0.4826,1.83,89.95,0.0,6.53,408.0,6003.0,1.14,1.0
Kepler-160 b,1,4.30920108,0.0498,1.78,89.95,0.0,319.22,1078.0,5857.0,0.87,0.89
Kepler-1600 b,1,386.370548,1.0144,3.15,89.95,0.0,0.47,211.0,5303.0,0.83,0.93
Kepler-1600 c,1,7.2981458,0.0719,1.75,87.66,0.0,93.86,794.0,5303.0,0.83,0.93
Kepler-1603 b,1,2.27163926,0.0347,1.05,85.94,0.0,1410.56,1563.0,6276.0,1.11,1.08
Kepler-1607 b,1,13.6473676,0.1075,1.09,89.95,0.0,164.06,913.0,5771.0,1.38,0.89
Kepler-1610 b,1,8.70181574,0.0777,1.45,88.81,0.0,74.58,749.0,5295.0,0.8,0.82
Kepler-1610 c,1,44.9851882,0.2323,1.98,89.95,0.0,8.34,433.0,5295.0,0.8,0.82
Kepler-1611 b,1,5.1762429,0.0541,660.0,88.24,0.0,146.22,887.0,5511.0,0.72,0.79
Kepler-1613 b,1,1.5184299,0.0264,2.34,52.14,0.0,3261.65,1927.0,6302.0,1.27,1.06
Kepler-1614 b,1,3.9466141,0.0471,1.56,88.24,0.0,218.91,981.0,5376.0,0.81,0.9
Kepler-1615 b,1,47.3126192,0.2595,1.94,84.8,0.0,17.7,523.0,6035.0,1.0,1.03
Kepler-1616 b,1,6.76284377,0.074,880.0,89.38,0.0,395.94,1138.0,6528.0,1.16,1.18
Kepler-1617 b,1,27.4785572,0.1833,1.08,88.81,0.0,53.2,689.0,6300.0,1.13,1.08
Kepler-1618 b,1,6.1082945,0.0706,1.06,86.57,0.0,608.39,1267.0,6720.0,1.29,1.26
Kepler-162 b,1,6.91986734,0.068,1.28,89.95,0.0,201.41,961.0,5815.0,0.95,0.88
Kepler-1621 b,1,92.263714,0.4266,1.96,89.95,0.0,10.29,457.0,6343.0,1.14,1.21
Kepler-1623 b,1,4.36128348,0.0533,1.3,88.24,0.0,333.81,1090.0,5817.0,0.96,1.06
Kepler-1624 b,1,3.29030452,0.0238,2.27,89.95,0.0,6.01,399.0,3212.0,0.19,0.17
Kepler-1627 b,1,7.20281185,0.0643,3.06,89.92,0.0,93.79,794.0,5388.0,0.72,0.68
Kepler-163 b,1,7.81104673,0.0771,1.05,89.38,0.0,135.66,870.0,5772.0,0.9,1.0
Kepler-163 c,1,21.3473612,0.1506,2.23,89.95,0.0,35.56,623.0,5772.0,0.9,1.0
Kepler-1630 b,1,509.997402,1.1218,2.62,89.95,0.0,0.26,182.0,5037.0,0.76,0.72
Kepler-1631 b,1,4.09513932,0.0511,1.39,88.81,0.0,374.3,1122.0,5858.0,0.96,1.06
Kepler-1632 b,1,448.303558,1.0846,1.66,89.95,0.0,0.68,232.0,6070.0,0.81,0.84
Kepler-1633 b,1,186.404271,0.6407,1.06,89.95,0.0,3.01,336.0,6351.0,0.92,1.01
Kepler-1634 b,1,374.876239,1.0525,4.92,89.38,0.0,1.49,282.0,5636.0,1.35,1.1
Kepler-1636 b,1,425.47785,1.1546,3.22,89.95,0.0,0.89,248.0,5977.0,1.02,1.13
Kepler-1637 b,1,6.10960324,0.0596,840.0,89.38,0.0,337.78,1093.0,6024.0,1.01,0.76
Kepler-1638 b,1,259.33683,0.7307,1.7,89.38,0.0,1.47,281.0,5906.0,0.85,0.77
Kepler-164 b,1,5.03506543,0.059,1.45,89.95,0.0,543.33,1231.0,6353.0,1.14,1.08
Kepler-164 d,1,28.9868326,0.1897,2.46,89.95,0.0,52.56,687.0,6353.0,1.14,1.08
Kepler-1640 b,1,7.5844241,0.0836,5.83,85.04,0.0,537.4,1228.0,6264.0,1.65,1.35
Kepler-1641 c,1,32.657212,0.2065,3.78,89.38,0.0,81.91,767.0,6486.0,1.49,1.1
Kepler-1642 b,1,12.2057513,0.1016,5.83,89.38,0.0,151.44,895.0,5254.0,1.51,0.94
Kepler-1644 b,1,21.0907758,0.142,1.8,88.81,0.0,32.07,607.0,5722.0,0.82,0.86
Kepler-1645 b,1,16.17803,0.1285,2.25,89.81,0.0,76.54,754.0,5929.0,1.07,1.08
Kepler-1649 c,1,19.5352551,0.0649,530.0,89.65,0.0,0.16,161.0,2703.0,0.12,0.1
Kepler-1652 b,1,38.0970717,0.1667,1.58,88.02,0.0,0.81,242.0,3554.0,0.4,0.43
Kepler-1653 b,1,140.252515,0.4651,1.73,89.95,0.0,1.04,257.0,4771.0,0.7,0.68
Kepler-1658 b,1,3.8493715,0.0548,13.1,80.21,0.0,4055.29,2035.0,6244.0,2.99,1.48
Kepler-166 d,1,1.55400393,0.0246,1.58,88.81,0.0,731.43,1326.0,5413.0,0.76,0.82
Kepler-1664 b,1,14.3868109,0.1189,2.75,89.95,0.0,101.7,810.0,5914.0,1.15,1.08
Kepler-1665 b,1,11.95475266,0.0928,2.31,89.95,0.0,43.48,655.0,5098.0,0.79,0.75
Kepler-1666 b,1,25.8474958,0.1761,2.4,89.91,0.0,48.23,672.0,6297.0,1.03,1.08
Kepler-1667 b,1,83.5783259,0.386,3.78,89.38,0.0,17.31,520.0,6190.0,1.4,1.09
Kepler-1668 b,1,15.4339775,0.124,4.47,88.24,0.0,63.79,721.0,5900.0,0.95,1.06
Kepler-1669 b,1,9.51221128,0.0729,2.4,88.81,0.0,14.29,496.0,4056.0,0.56,0.57
Kepler-1669 d,1,4.72941969,0.0457,1.38,87.09,0.0,36.37,626.0,4056.0,0.56,0.57
Kepler-167 c,2,7.40610775,0.0683,1.76,87.66,0.0,76.91,755.0,4978.0,0.81,0.77
Kepler-167 d,2,21.8038763,0.1402,1.39,88.81,0.0,18.25,527.0,4978.0,0.81,0.77
Kepler-167 e,2,1071.2319346,1.881,11.11,89.95,0.0,0.1,144.0,4978.0,0.81,0.77
Kepler-1670 b,1,20.4998763,0.1528,2.8,84.41,0.0,67.67,731.0,6249.0,1.08,1.13
Kepler-1671 b,1,4.16787814,0.0491,1.07,89.33,0.0,202.48,962.0,5251.0,0.85,0.91
Kepler-1674 b,1,62.561528,0.3008,3.53,89.38,0.0,7.28,419.0,5679.0,0.84,0.93
Kepler-1675 b,1,63.0380366,0.3076,2.59,89.98,0.0,11.1,465.0,5798.0,1.02,0.98
Kepler-1676 b,1,29.92208104,0.1954,3.09,89.72,0.0,88.52,782.0,6127.0,1.64,1.11
Kepler-1677 b,1,22.0640623,0.1634,2.31,89.95,0.0,65.57,726.0,6215.0,1.15,1.2
Kepler-1678 b,1,147.973027,0.5407,3.43,89.95,0.0,3.05,337.0,6008.0,0.88,0.96
Kepler-168 b,1,4.42534621,0.0543,1.54,89.38,0.0,580.32,1252.0,6251.0,1.12,1.09
Kepler-1682 b,1,14.83339324,0.1152,3.47,85.94,0.0,66.61,729.0,5776.0,0.94,0.93
Kepler-1683 b,1,15.03366411,0.1182,1.7,89.98,0.0,47.32,669.0,5523.0,0.89,0.97
Kepler-1684 b,1,47.7054612,0.2259,3.62,87.66,0.0,3.2,341.0,4505.0,0.67,0.67
Kepler-1685 b,1,20.4904029,0.1485,3.07,86.52,0.0,36.01,625.0,5681.0,0.92,1.04
Kepler-1688 b,1,5.62005172,0.0608,2.53,89.38,0.0,464.22,1184.0,4897.0,1.83,0.95
Kepler-169 b,1,3.25058053,0.0407,1.3,88.81,0.0,341.13,1096.0,5173.0,0.94,0.85
Kepler-169 d,1,8.34818817,0.0763,1.91,85.37,0.0,97.06,800.0,5173.0,0.94,0.85
Kepler-169 f,1,87.0905994,0.3644,3.12,89.95,0.0,4.26,366.0,5173.0,0.94,0.85
Kepler-1690 b,1,234.635379,0.7143,2.51,89.95,0.0,1.31,273.0,5735.0,0.83,0.88
Kepler-1691 b,1,3.8482213,0.0514,1.74,87.66,0.0,726.29,1324.0,6362.0,1.14,1.22
Kepler-1692 b,1,5.95958637,0.0646,1.02,89.03,0.0,153.48,897.0,5452.0,0.9,1.01
Kepler-1693 b,1,12.09997831,0.1015,1.12,89.95,0.0,66.86,729.0,5693.0,0.86,0.95
Kepler-1693 c,1,5.36374214,0.059,950.0,88.24,0.0,197.89,957.0,5693.0,0.86,0.95
Kepler-1694 b,1,3.89523349,0.0426,860.0,89.38,0.0,118.48,841.0,4972.0,0.63,0.68
Kepler-1696 b,1,65.941326,0.3245,2.35,89.95,0.0,10.03,454.0,5982.0,0.96,1.05
Kepler-1697 b,1,33.4969115,0.2008,2.97,86.86,0.0,37.3,630.0,4928.0,1.69,0.96
Kepler-1698 b,1,1.21069328,0.0199,180.72,19.48,0.0,800.22,1356.0,5019.0,0.75,0.72
Kepler-1699 b,1,3.49078834,0.0417,1.41,88.81,0.0,249.21,1013.0,5513.0,0.72,0.79
Kepler-170 c,1,16.6658994,0.1313,2.85,89.13,0.0,57.31,702.0,5674.0,1.03,1.09
Kepler-1701 b,1,169.133455,0.5689,1.99,89.95,0.0,1.41,278.0,5380.0,0.78,0.86
Kepler-1702 b,1,18.5010898,0.1275,1.62,88.72,0.0,22.4,555.0,5242.0,0.73,0.81
Kepler-1709 b,1,65.70460002,0.3251,2.57,89.95,0.0,10.02,454.0,5952.0,0.97,1.06
Kepler-1710 b,1,14.91094205,0.1167,2.54,89.95,0.0,49.29,676.0,5653.0,0.86,0.95
Kepler-1713 b,1,18.01167665,0.1474,1.75,84.22,0.0,150.48,893.0,6463.0,1.45,1.32
Kepler-1714 b,1,10.27531708,0.1055,3.17,87.09,0.0,522.13,1219.0,6174.0,2.11,1.49
Kepler-1715 b,1,35.59713982,0.2193,2.98,88.81,0.0,33.49,613.0,6210.0,1.1,1.11
Kepler-1716 b,1,35.58355458,0.1855,2.3,89.38,0.0,6.22,403.0,4741.0,0.69,0.67
Kepler-172 b,1,2.94030411,0.0389,2.21,89.95,0.0,582.69,1253.0,5583.0,1.01,0.9
Kepler-172 c,1,6.38901755,0.0652,2.35,89.95,0.0,207.42,968.0,5583.0,1.01,0.9
Kepler-1721 b,1,4.59239084,0.052,2.57,89.95,0.0,174.53,927.0,5361.0,0.8,0.89
Kepler-1723 b,1,39.7530284,0.2249,2.8,88.24,0.0,24.54,568.0,6072.0,1.01,0.96
Kepler-1724 b,1,6.45443377,0.0683,2.45,87.66,0.0,234.98,999.0,6092.0,0.94,1.02
Kepler-1725 b,1,16.71987223,0.1334,2.37,89.95,0.0,74.26,749.0,6108.0,1.03,1.13
Kepler-173 c,1,8.00578366,0.0725,2.41,89.38,0.0,197.06,956.0,6032.0,0.94,0.79
Kepler-1731 b,1,21.76129394,0.1369,2.48,89.95,0.0,14.49,498.0,4919.0,0.72,0.72
Kepler-1733 b,1,9.22958009,0.0886,2.31,89.95,0.0,200.2,959.0,6363.0,1.03,1.08
Kepler-1734 b,1,6.79685353,0.0714,2.01,87.32,0.0,222.91,985.0,6061.0,0.97,1.05
Kepler-1735 b,1,7.71792296,0.0623,920.0,89.95,0.0,15.01,502.0,3939.0,0.52,0.54
Kepler-1736 b,1,37.8101174,0.2188,2.44,89.95,0.0,24.27,566.0,6085.0,0.97,0.98
Kepler-174 c,1,44.0004287,0.2039,1.46,89.95,0.0,3.38,346.0,4590.0,0.59,0.58
Kepler-174 d,1,247.354265,0.6448,2.1,89.95,0.0,0.34,194.0,4590.0,0.59,0.58
Kepler-1740 b,1,8.17242644,0.0779,3.29,82.8,0.0,127.95,858.0,5705.0,0.91,0.94
Kepler-1741 b,1,2.75758462,0.0296,1.01,89.77,0.0,33.79,615.0,3683.0,0.42,0.45
Kepler-1747 b,1,6.23033032,0.066,4.11,89.38,0.0,138.33,875.0,5477.0,0.86,0.98
Kepler-1748 b,1,5.82349237,0.0615,2.71,89.38,0.0,196.33,955.0,5774.0,0.86,0.92
Kepler-1749 b,1,14.53410833,0.0956,1.36,88.07,0.0,7.34,420.0,3957.0,0.55,0.55
Kepler-175 b,1,11.90352088,0.1047,2.56,88.78,0.0,110.54,827.0,6063.0,1.0,1.08
Kepler-1750 b,1,205.912082,0.6469,4.83,89.38,0.0,1.84,297.0,5717.0,0.9,0.85
Kepler-1751 b,1,7.01734994,0.0712,1.56,88.24,0.0,221.46,984.0,6052.0,0.97,0.97
Kepler-1752 b,1,56.3592236,0.2698,5.26,88.24,0.0,7.29,419.0,5446.0,0.82,0.82
Kepler-1753 b,1,16.00454026,0.1179,2.27,89.38,0.0,27.94,586.0,5178.0,0.78,0.85
Kepler-1754 b,1,8.19593235,0.0718,2.2,88.81,0.0,48.2,672.0,4723.0,0.75,0.73
Kepler-1755 b,1,24.81093193,0.1668,4.4,89.95,0.0,37.43,631.0,6086.0,0.92,1.0
Kepler-176 d,1,25.75260028,0.1604,2.9,88.81,0.0,20.0,539.0,5229.0,0.88,0.83
Kepler-1760 b,1,38.326218,0.2209,1.83,89.38,0.0,11.87,473.0,5448.0,0.86,0.98
Kepler-1761 b,1,4.04355245,0.0413,1.75,78.42,0.0,33.34,613.0,3871.0,0.53,0.57
Kepler-1762 b,1,29.5391328,0.2048,2.74,89.95,0.0,68.88,735.0,6616.0,1.3,1.31
Kepler-1763 b,1,1.48028059,0.0257,980.0,88.24,0.0,2597.27,1821.0,5897.0,1.26,1.03
Kepler-1765 b,1,10.41890782,0.0917,2.82,89.95,0.0,126.48,855.0,5692.0,1.06,0.95
Kepler-1767 b,1,59.65943,0.271,2.9,88.81,0.0,4.82,378.0,5349.0,0.69,0.75
Kepler-1768 b,1,15.13590453,0.1286,2.57,89.44,0.0,179.16,933.0,6050.0,1.57,1.24
Kepler-1769 b,1,89.1934705,0.3961,3.35,89.95,0.0,11.31,468.0,6277.0,1.13,1.03
Kepler-1770 b,1,16.84192204,0.1261,2.95,89.95,0.0,56.43,699.0,5602.0,1.01,0.94
Kepler-1771 b,1,88.6442364,0.3846,2.5,88.81,0.0,5.43,389.0,5861.0,0.87,0.97
Kepler-1773 b,1,40.80957622,0.2406,2.56,89.95,0.0,31.05,602.0,6071.0,1.22,1.11
Kepler-1774 b,1,59.7711437,0.3096,2.88,89.38,0.0,17.53,522.0,6214.0,1.12,1.1
Kepler-1775 b,1,85.6535849,0.3897,2.21,89.95,0.0,8.08,430.0,6092.0,1.0,1.07
Kepler-1777 b,1,12.18416331,0.1099,4.27,89.38,0.0,397.48,1139.0,6292.0,1.85,1.19
Kepler-1779 b,1,16.34356447,0.1218,2.5,88.81,0.0,41.06,646.0,5637.0,0.82,0.9
Kepler-1780 b,1,109.4449666,0.423,3.21,89.38,0.0,2.74,328.0,5508.0,0.77,0.84
Kepler-1781 b,1,4.88753526,0.0572,2.5,89.95,0.0,231.29,995.0,5553.0,0.94,1.04
Kepler-1783 b,1,8.27744313,0.077,2.38,89.38,0.0,331.35,1088.0,5129.0,1.78,0.89
Kepler-1785 b,1,19.58557219,0.1382,3.72,87.66,0.0,47.07,668.0,5971.0,0.89,0.92
Kepler-1786 b,1,78.5461106,0.3659,3.55,89.96,0.0,14.85,501.0,5808.0,1.4,1.06
Kepler-1787 b,1,39.3134832,0.227,2.14,89.95,0.0,20.04,540.0,6060.0,0.93,1.01
Kepler-1788 b,1,2.80011127,0.0343,2.13,86.54,0.0,197.81,956.0,4786.0,0.7,0.69
Kepler-1789 b,1,80.2321467,0.3543,3.24,89.19,0.0,4.91,380.0,5436.0,0.89,0.92
Kepler-179 b,1,2.73590337,0.0361,1.58,89.95,0.0,312.39,1072.0,5294.0,0.76,0.85
Kepler-1790 b,1,31.5888952,0.2039,2.02,89.95,0.0,31.79,606.0,6108.0,1.03,1.13
Kepler-1791 b,1,7.72084349,0.0758,1.96,89.38,0.0,317.66,1077.0,6218.0,1.17,0.97
Kepler-1792 b,1,4.19577538,0.0488,3.03,89.38,0.0,283.78,1047.0,5229.0,1.0,0.88
Kepler-1796 b,1,29.4557154,0.1879,2.21,89.95,0.0,30.3,598.0,6036.0,0.95,1.02
Kepler-1797 b,1,23.3594822,0.1637,2.95,86.52,0.0,51.68,684.0,6244.0,1.01,1.07
Kepler-1799 b,1,11.92976844,0.1028,2.67,89.95,0.0,83.04,770.0,5831.0,0.92,1.02
Kepler-18 c,1,7.64157153,0.0729,4.98,89.95,0.0,154.25,899.0,5356.0,1.05,0.88
Kepler-18 d,1,14.85890852,0.1136,5.94,89.56,0.0,63.52,720.0,5356.0,1.05,0.88
Kepler-180 b,1,13.81731817,0.1078,1.51,89.95,0.0,88.04,781.0,5735.0,1.03,0.88
Kepler-180 c,1,41.8854433,0.2259,3.28,87.62,0.0,20.05,540.0,5735.0,1.03,0.88
Kepler-1801 c,1,116.582614,0.4572,3.43,89.95,0.0,4.47,371.0,5738.0,0.98,0.94
Kepler-1802 b,1,7.72513619,0.0662,1.71,84.97,0.0,26.91,581.0,4245.0,0.64,0.65
Kepler-1802 c,1,33.1362861,0.1748,2.05,88.87,0.0,3.86,357.0,4245.0,0.64,0.65
Kepler-1804 b,1,12.28850922,0.1017,3.14,89.38,0.0,164.61,913.0,5109.0,1.67,0.93
Kepler-1805 b,1,8.84786839,0.0652,1.01,89.38,0.0,8.57,436.0,3724.0,0.46,0.47
Kepler-1806 b,1,9.03326435,0.0813,1.96,88.82,0.0,66.89,729.0,5311.0,0.79,0.88
Kepler-1807 b,1,10.86062378,0.0988,2.09,89.58,0.0,356.24,1108.0,6455.0,1.5,1.09
Kepler-1809 b,1,3.7572947,0.0435,1.23,88.7,0.0,139.89,877.0,4901.0,0.72,0.81
Kepler-181 b,1,3.13784883,0.0395,1.33,88.81,0.0,266.89,1031.0,5324.0,0.76,0.84
Kepler-1810 b,1,101.1326568,0.4235,3.79,89.95,0.0,4.92,380.0,5783.0,0.94,0.99
Kepler-1811 b,1,76.421501,0.3462,2.81,89.99,0.0,10.11,455.0,5561.0,1.19,0.95
Kepler-1812 b,1,7.16521372,0.0765,2.49,89.38,0.0,270.34,1034.0,6174.0,1.1,1.16
Kepler-1813 b,1,2.81815011,0.0365,1.42,89.38,0.0,292.77,1055.0,5290.0,0.75,0.82
Kepler-1814 c,1,0.62628138,0.0133,1.71,89.38,0.0,2011.27,1708.0,4922.0,0.82,0.79
Kepler-1815 b,1,12.19138811,0.0984,2.8,88.81,0.0,80.01,763.0,5516.0,0.97,0.86
Kepler-1816 b,1,91.5009237,0.3671,1.85,89.95,0.0,2.34,315.0,5120.0,0.72,0.8
Kepler-1818 b,1,4.64495172,0.055,1.38,88.31,0.0,504.23,1209.0,6047.0,1.13,1.02
Kepler-1819 b,1,16.48688002,0.1334,78.51,86.52,0.0,76.6,754.0,6065.0,1.06,1.16
Kepler-182 c,1,20.68420772,0.1559,3.28,88.74,0.0,66.83,729.0,6246.0,1.09,1.18
Kepler-1820 b,1,31.032699,0.1964,2.7,89.95,0.0,23.41,561.0,5841.0,0.93,1.05
Kepler-1822 b,1,22.13345106,0.1406,2.08,89.38,0.0,15.61,507.0,5180.0,0.69,0.76
Kepler-1824 b,1,95.609845,0.4201,2.47,89.95,0.0,9.63,449.0,6289.0,1.1,1.07
Kepler-1825 b,1,1.0258577,0.0181,1.35,89.95,0.0,1098.5,1468.0,5035.0,0.79,0.75
Kepler-1826 b,1,1.61535973,0.0215,1.18,87.09,0.0,101.71,810.0,3815.0,0.5,0.51
Kepler-1827 b,1,3.70063251,0.0455,1.24,79.31,0.0,737.02,1329.0,5423.0,1.4,0.92
Kepler-1829 b,1,5.18674073,0.0559,2.22,89.38,0.0,130.81,862.0,5231.0,0.78,0.87
Kepler-183 b,1,5.6879831,0.0632,2.19,89.38,0.0,239.99,1004.0,5888.0,0.94,1.04
Kepler-1831 b,1,5.78387049,0.0655,2.07,89.59,0.0,288.69,1051.0,6063.0,1.01,1.12
Kepler-1835 b,1,11.96721766,0.0997,2.73,89.95,0.0,100.96,808.0,5903.0,0.96,0.92
Kepler-1837 b,1,5.90609759,0.065,1.43,89.38,0.0,247.83,1012.0,5966.0,0.96,1.05
Kepler-1839 b,1,5.05661845,0.0583,1.19,88.81,0.0,286.32,1049.0,5926.0,0.94,1.03
Kepler-184 d,1,29.02235261,0.1765,2.53,88.24,0.0,23.76,563.0,5783.0,0.86,0.87
Kepler-1841 b,1,25.886129,0.1604,1.58,88.24,0.0,26.24,577.0,5506.0,0.91,0.82
Kepler-1842 b,1,14.02634692,0.116,2.66,88.86,0.0,108.07,822.0,5970.0,1.13,1.06
Kepler-1844 b,1,3.9245216,0.0478,1.92,88.24,0.0,318.14,1077.0,5787.0,0.85,0.94
Kepler-1845 b,1,11.60653061,0.0885,1.88,89.97,0.0,27.47,584.0,4703.0,0.7,0.69
Kepler-1846 b,1,14.8200596,0.1089,960.0,89.88,0.0,21.92,552.0,4825.0,0.73,0.79
Kepler-1847 b,1,11.12968583,0.0989,2.13,88.81,0.0,119.44,843.0,6122.0,0.96,1.04
Kepler-1848 b,1,5.60402307,0.0563,1.25,88.25,0.0,84.65,774.0,4847.0,0.74,0.76
Kepler-185 b,1,1.63291885,0.0254,1.16,87.09,0.0,638.67,1282.0,5205.0,0.79,0.81
Kepler-1850 b,1,1.38578596,0.0205,540.0,89.38,0.0,225.95,989.0,4189.0,0.59,0.59
Kepler-1852 b,1,7.97098825,0.0762,1.88,89.38,0.0,79.1,761.0,5237.0,0.83,0.93
Kepler-1853 b,1,48.8874292,0.2332,1.38,89.95,0.0,5.21,385.0,4930.0,0.73,0.71
Kepler-1854 b,1,39.8313153,0.2037,1.28,89.95,0.0,6.14,401.0,5106.0,0.65,0.71
Kepler-1855 b,1,0.72733043,0.0103,590.0,84.22,0.0,86.97,779.0,3339.0,0.29,0.28
Kepler-1857 b,1,8.94337724,0.0807,1.48,89.66,0.0,188.93,946.0,6074.0,1.0,0.87
Kepler-1858 b,1,88.0712769,0.3575,2.4,89.79,0.0,2.79,330.0,4939.0,0.82,0.79
Kepler-1859 b,1,2.72960336,0.0386,1.29,86.52,0.0,1005.86,1436.0,6190.0,1.07,1.02
Kepler-186 f,1,129.94577,0.3931,1.06,89.95,0.0,0.25,179.0,3761.0,0.46,0.48
Kepler-1861 b,1,40.030989,0.2406,2.23,88.81,0.0,33.85,615.0,5857.0,1.36,1.16
Kepler-1866 b,1,11.6601366,0.1047,1.68,81.36,0.0,117.68,840.0,6089.0,1.02,1.12
Kepler-1867 b,1,9.88736112,0.0869,670.0,89.95,0.0,82.98,770.0,5684.0,0.82,0.89
Kepler-1868 b,1,211.0338741,0.6108,3.69,89.38,0.0,0.48,212.0,4628.0,0.66,0.68
Kepler-1869 c,1,1.71683172,0.0302,1.57,89.95,0.0,4806.71,2124.0,5895.0,2.01,1.24
Kepler-187 c,1,10.64022272,0.0913,2.58,85.94,0.0,161.98,910.0,5945.0,1.1,0.9
Kepler-1872 b,1,3.82590987,0.0465,2.64,89.95,0.0,241.25,1005.0,5223.0,0.89,0.91
Kepler-1876 b,1,6.99205,0.0758,853.0,89.13,0.098,475.0,1299.0,6104.0,1.48,1.19
Kepler-1877 b,1,2.37752807,0.0337,480.0,88.24,0.0,536.32,1227.0,5637.0,0.82,0.9
Kepler-1878 b,1,4.44589508,0.0521,1.94,86.18,0.0,302.6,1063.0,5918.0,0.86,0.96
Kepler-1879 b,1,10.61345435,0.095,1.32,89.95,0.0,139.2,876.0,5934.0,1.06,1.01
Kepler-188 c,1,5.996535,0.0644,3.08,87.09,0.0,338.58,1094.0,6020.0,1.09,0.99
Kepler-1880 b,1,6.30923438,0.054,1.43,89.95,0.0,31.73,605.0,4380.0,0.53,0.52
Kepler-1881 b,1,159.388051,0.557,2.58,89.95,0.0,1.64,289.0,5418.0,0.81,0.91
Kepler-1885 b,1,2.52258863,0.036,23.18,64.17,0.0,499.07,1205.0,5591.0,0.86,0.98
Kepler-1887 b,1,19.94752664,0.1415,2.88,89.38,0.0,35.66,623.0,5751.0,0.85,0.94
Kepler-1888 b,1,11.39170568,0.1015,1.13,89.38,0.0,247.39,1011.0,5675.0,1.66,1.07
Kepler-189 b,1,10.39986173,0.0862,1.5,87.28,0.0,49.86,678.0,4963.0,0.83,0.79
Kepler-1891 b,1,4.02230933,0.0474,1.31,88.81,0.0,246.75,1011.0,5516.0,0.82,0.88
Kepler-1892 b,1,6.3312784,0.0633,1.48,88.24,0.0,107.2,821.0,5376.0,0.76,0.85
Kepler-1893 b,1,4.17938195,0.0497,1.6,88.24,0.0,486.31,1198.0,5632.0,1.16,0.93
Kepler-1894 b,1,2.76263462,0.0385,1.26,88.81,0.0,544.05,1232.0,5772.0,0.9,1.0
Kepler-1894 c,1,5.05366499,0.0576,1.23,88.81,0.0,243.06,1007.0,5772.0,0.9,1.0
Kepler-1895 b,1,6.07032548,0.0615,1.36,89.17,0.0,91.45,789.0,5076.0,0.76,0.86
Kepler-1897 b,1,24.2204192,0.1546,2.1,89.97,0.0,15.43,505.0,5165.0,0.76,0.86
Kepler-1898 b,1,4.76559135,0.0522,930.0,88.81,0.0,439.42,1168.0,5702.0,1.12,0.84
Kepler-1899 b,1,4.09577947,0.0457,1.76,87.66,0.0,124.3,852.0,4791.0,0.74,0.76
Kepler-19 b,1,9.28696883,0.0833,2.13,89.95,0.0,80.48,764.0,5543.0,0.81,0.89
Kepler-190 b,1,2.01999701,0.0293,1.46,86.2,0.0,437.85,1166.0,5103.0,0.79,0.82
Kepler-1900 b,1,2.98618134,0.042,1.16,88.11,0.0,798.35,1356.0,6173.0,1.04,1.1
Kepler-1901 b,1,3.48412534,0.0459,1.39,87.66,0.0,529.66,1223.0,6018.0,0.97,1.06
Kepler-1903 b,1,17.0675877,0.1327,1.78,89.95,0.0,85.32,775.0,6363.0,1.01,1.06
Kepler-1904 b,1,4.57699384,0.0436,1.37,89.95,0.0,24.38,567.0,3805.0,0.5,0.53
Kepler-1907 b,1,5.65243986,0.0565,880.0,89.38,0.0,127.1,856.0,5159.0,0.8,0.75
Kepler-191 b,1,9.93967857,0.0867,1.34,89.38,0.0,57.1,701.0,5275.0,0.79,0.88
Kepler-191 c,1,17.73852054,0.1276,2.11,88.81,0.0,26.36,578.0,5275.0,0.79,0.88
Kepler-191 d,1,5.94504102,0.0616,2.26,89.95,0.0,113.11,832.0,5275.0,0.79,0.88
Kepler-1910 b,1,5.68882689,0.0536,1.0,89.95,0.0,40.88,645.0,4234.0,0.64,0.64
Kepler-1911 b,1,5.99077497,0.067,1.45,89.38,0.0,854.53,1379.0,6237.0,1.68,1.11
Kepler-1913 b,1,14.19593863,0.1191,1.79,89.38,0.0,115.02,835.0,6202.0,1.11,1.11
Kepler-1914 b,1,30.8277926,0.1954,2.76,89.95,0.0,27.66,585.0,5982.0,0.96,1.05
Kepler-1915 b,1,13.8354142,0.1143,3.15,89.38,0.0,101.06,809.0,6031.0,1.06,1.03
Kepler-1918 b,1,47.0563327,0.2524,2.57,89.71,0.0,14.43,497.0,5889.0,0.92,0.97
Kepler-1919 b,1,37.8869482,0.2107,2.33,89.95,0.0,12.46,479.0,5513.0,0.82,0.87
Kepler-192 d,1,6.47027579,0.0654,890.0,89.38,0.0,130.56,862.0,5543.0,0.81,0.89
Kepler-1920 b,1,30.25420641,0.2048,2.81,89.95,0.0,45.75,663.0,6299.0,1.17,1.25
