planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass;calc_semi_major_axis
KELT-4 A b;3;2.9895932;0.04317;19.044;83.16;0.0;1840.0;111.8;1823.0;6206.0;1.6;1.2;0.04315885445631284
KELT-4 A b;3;2.98958682;;;83.16;;;;;6206.0;1.6;1.2;0.04315879305362448
KELT-6 b;1;7.8455821;0.08;13.227;88.81;0.029;;41.8;;6272.0;1.53;1.13;0.08048427278231982
KELT-6 b;1;7.845582;0.0804;13.227;88.81;0.036;;41.8;;6272.0;1.53;1.13;0.08048427209841669
KELT-6 b;1;7.8457;;14.572;88.81;0.22;;42.8;;6102.0;1.73;1.42;0.08685310361861452
KELT-6 b;1;7.8456075;;14.287;;;718.19;;1442.0;6266.0;1.65;;
KELT-6 b;1;7.8456049;;;;;;;;;;;
KELT-6 b;1;7.8456043;;;88.8;;;;;6102.0;1.58;1.08;0.07927938653626604
KELT-6 b;1;7.8457;0.07939;13.372;88.81;0.22;;42.8;1313.0;6102.0;1.58;1.08;0.07928003123033736
KELT-6 c;1;1276.0;2.39;;;0.21;;65.7;;6272.0;1.53;1.13;2.398067258807281
KELT-7 b;1;2.7347656;;;83.8;;;;;6789.0;1.73;1.53;0.044100682576960176
KELT-7 b;1;2.73478;;;83.7;;;;;6513.0;;;
KELT-7 b;1;2.73476541;;;;;;;;;;;
KELT-7 b;1;2.7347657;;;;;;;;6789.0;1.73;1.53;0.04410068365202324
KELT-7 b;1;2.7347749;0.04415;17.183;83.76;0.0;;138.0;2048.0;6789.0;1.73;1.53;0.044100782557769135
KELT-7 b;1;2.73477;;17.934;83.76;0.0;;138.0;;6768.0;1.81;1.76;0.0462082501779356
KELT-7 b;1;2.7347659;;17.759;;;1793.88;;1813.0;6767.9;1.77;;
KELT-7 b;1;2.7347703;;;;;;;;6768.0;1.81;1.76;0.04620825355725082
KELT-7 b;1;2.73476468;;;;;;;;;;;
KELT-7 b;1;2.73476539;;;;;;;;;;;
KELT-8 b;1;3.244044;;;;;;;;5754.0;1.46;0.81;0.039977987317148043
KELT-8 b;1;3.24406;0.04571;20.849;82.65;0.035;;104.0;1675.0;5754.0;1.67;1.21;0.045700659884103385
KELT-8 b;1;3.24406;;18.159;82.65;0.04;;104.0;;5754.0;1.46;0.81;0.0399781187677431
KELT-8 b;1;3.24404537;;21.05;;;983.31;;1428.0;5703.0;1.39;;
KELT-8 b;1;3.24406;0.0455;20.849;82.65;0.047;;104.2;;5754.0;1.67;1.21;0.045700659884103385
KELT-8 b;1;3.2440796;;;;;;;;5703.0;1.39;1.02;0.04317136900560018
KELT-8 b;1;3.24408156;;;82.7;0.04;;;;5754.0;1.67;1.21;0.045700862368055734
KELT-8 b;1;3.2440788;;;;;;;;;;;
KELT-9 b;2;;;19.986;;;;;;;2.18;1.98;
KELT-9 b;2;1.48109029;;20.34;;;33326.73;;3446.0;9435.0;2.29;;
KELT-9 b;2;1.48111871;;;;;;;;;;;
KELT-9 b;2;1.4811235;;;87.6;;;;;10170.0;2.36;2.52;0.03460422476602349
KELT-9 b;2;1.48111874;;;86.79;;;;;10170.0;2.36;2.52;0.03460415062581928
KELT-9 b;2;1.4811235;0.03462;21.196;86.79;0.0;44900.0;276.0;4050.0;10170.0;2.36;2.52;0.03460422476602349
KIC 10001893 b;1;0.2197;;;;;;;;27500.0;;;
KIC 10001893 c;1;0.32528;;;;;;;;27500.0;;;
KIC 10001893 d;1;0.81161;;;;;;;;27500.0;;;
KIC 10068024 b;1;2.073549;;;;;;276.7;;6118.4;1.57;1.22;0.03400407046870651
KIC 10525077 b;1;854.083;;5.5;89.861;;;;;6091.0;1.01;1.01;1.7675645053480442
KIC 3526061 b;1;3552.0;5.14;;;0.85;;355.7;;4829.0;5.86;1.42;5.120898663457599
KIC 3558849 b;1;1322.3;;6.9;89.973;;;;;6175.0;1.01;0.98;2.3418736103642828
KIC 5437945 b;1;440.7843755;1.1455;7.23;89.84;0.0;2.14;;308.0;6340.0;1.39;1.03;1.1447165582075
KIC 5437945 b;1;440.7813;;6.4;89.904;;;;;6340.0;1.24;1.07;1.159341714012532
KIC 5437945 b;1;440.786134;1.1455;6.7;89.95;0.0;2.14;;308.0;6340.0;1.39;1.03;1.144719602753906
KIC 5437945 b;1;440.7843755;;;;;;;;5976.19;1.95;1.1;1.17008241300934
KIC 5437945 b;1;440.786134;1.1455;6.7;89.95;0.0;2.14;;308.0;6340.0;1.39;1.03;1.144719602753906
KIC 5437945 b;1;440.786134;1.19671;8.993;;;2.9;;;6054.0;1.87;1.18;1.197790086036548
KIC 5437945 b;1;440.786134;1.1455;6.7;89.95;0.0;2.14;;308.0;6340.0;1.39;1.03;1.144719602753906
KIC 5437945 b;1;440.786134;;6.05;;;;;;6146.0;1.26;1.17;1.1943968948086456
KIC 5479689 b;1;1.701531;;;;;;82.37;;5459.1;0.89;0.97;0.02761119803667433
KIC 7917485 b;1;840.0;;;;0.15;;;;7067.0;;1.63;2.0504545837559847
KIC 8121913 b;1;3.294601;;;;;;224.14;;5975.3;2.23;1.46;0.04915725213799566
KIC 8540376 b;1;31.8099;;4.1;89.3;;;;;6474.0;1.26;1.04;0.199061563659478
KIC 8540376 c;1;75.2;;2.4;89.701;;;;;6474.0;1.26;1.04;0.3532572651376584
KIC 9663113 b;1;572.376632;1.4062;5.8;89.7;0.0;1.15;;264.0;6226.0;1.3;1.13;1.405234617401092
KIC 9663113 b;1;572.383277;1.55346;8.042;;;2.6;;;6218.0;2.15;1.52;1.5512218591961173
KIC 9663113 b;1;572.383277;1.3337;3.78;89.95;0.0;0.69;;232.0;6065.0;1.01;0.96;1.3309134001115202
KIC 9663113 b;1;;;9.935;;;3.36;;;6218.0;2.22;;
KIC 9663113 b;1;572.3847;;4.6;89.768;;;;;6065.0;1.03;0.98;1.3400946243389995
KIC 9663113 b;1;572.376632;;;;;;;;6117.21;2.22;1.15;1.4134766511296974
KIC 9663113 b;1;572.383277;1.3337;3.78;89.95;0.0;0.69;;232.0;6065.0;1.01;0.96;1.3309134001115202
KIC 9663113 b;1;572.3979;1.369;5.0;89.38;0.0;;;234.0;6081.0;1.04;1.04;1.3669246117936438
KMT-2016-BLG-0212L b;1;;4.6;;;;;;;;;0.39;
KMT-2016-BLG-0212L b;1;;5.5;;;;;;;;;0.39;
KMT-2016-BLG-0212L b;1;;4.2;;;;;;;;;0.36;
KMT-2016-BLG-0212L b;1;;2.2;;;;;;;;;0.48;
KMT-2016-BLG-1105L b;1;;2.63;;;;;;;;;0.43;
KMT-2016-BLG-1105L b;1;;2.03;;;;;;;;;0.37;
KMT-2016-BLG-1105L b;1;;2.44;;;;;;;;;0.41;
KMT-2016-BLG-1105L b;1;;2.26;;;;;;;;;0.43;
KMT-2016-BLG-1105L b;1;;2.93;;;;;;;;;0.43;
KMT-2016-BLG-1105L b;1;;2.56;;;;;;;;;0.44;
KMT-2016-BLG-1107L b;1;;0.342;;;;;;;;;0.09;
KMT-2016-BLG-1107L b;1;;1.065;;;;;;;;;0.02;
KMT-2016-BLG-1397L b;1;;5.1;;;;;;;;;0.45;
KMT-2016-BLG-1397L b;1;;;;;;;;;;;;
KMT-2016-BLG-1820L b;1;;1.08;;;;;;;;;0.04;
KMT-2016-BLG-1836L b;1;;2.7;;;;;;;;;0.53;
KMT-2016-BLG-1836L b;1;;3.5;;;;;;;;;0.49;
KMT-2016-BLG-1836L b;1;;2.7;;;;;;;;;0.51;
KMT-2016-BLG-1836L b;1;;2.6;;;;;;;;;0.6;
KMT-2016-BLG-1836L b;1;;3.5;;;;;;;;;0.49;
KMT-2016-BLG-1836L b;1;;3.5;;;;;;;;;0.49;
KMT-2016-BLG-1836L b;1;;3.6;;;;;;;;;0.48;
KMT-2016-BLG-2142L b;1;;0.83;;;;;;;;;0.07;
KMT-2016-BLG-2142L b;1;;;;;;;;;;;;
KMT-2016-BLG-2321L b;1;;3.58;;;;;;;;;0.73;
KMT-2016-BLG-2321L b;1;;3.41;;;;;;;;;0.73;
KMT-2016-BLG-2321L b;1;;3.81;;;;;;;;;0.73;
KMT-2016-BLG-2364L b;1;;2.63;;;;;;;;;0.5;
KMT-2016-BLG-2397L b;1;;3.64;;;;;;;;;0.64;
KMT-2016-BLG-2397L b;1;;2.83;;;;;;;;;0.62;
KMT-2016-BLG-2605L b;1;;0.681;;;;;;;;;0.06;
KMT-2017-BLG-0165L b;1;;;;;;;;;;;;
KMT-2017-BLG-0165L b;1;;3.45;;;;;;;;;0.76;
KMT-2017-BLG-0428L b;1;;1.81;;;;;;;;;0.34;
KMT-2017-BLG-0428L b;1;;1.85;;;;;;;;;0.34;
KMT-2017-BLG-0428L b;1;;1.78;;;;;;;;;0.34;
KMT-2017-BLG-0673L b;1;;2.34;;;;;;;;;0.63;
KMT-2017-BLG-1003L b;1;;1.38;;;;;;;;;0.32;
KMT-2017-BLG-1003L b;1;;1.54;;;;;;;;;0.37;
KMT-2017-BLG-1003L b;1;;1.25;;;;;;;;;0.27;
KMT-2017-BLG-1038L b;1;;1.9;;;;;;;;;0.43;
KMT-2017-BLG-1038L b;1;;1.8;;;;;;;;;0.37;
KMT-2017-BLG-1146L b;1;;1.7;;;;;;;;;0.4;
KMT-2017-BLG-1146L b;1;;1.6;;;;;;;;;0.33;
KMT-2017-BLG-1194L b;1;;1.78;;;;;;;;;0.41;
KMT-2017-BLG-2509L b;1;;2.14;;;;;;;;;0.46;
KMT-2018-BLG-0029L b;1;;4.27;;;;;;;;;1.14;
KMT-2018-BLG-0029L b;1;;4.54;;;;;;;;;1.25;
KMT-2018-BLG-0030L b;1;;4.39;;;;;;;;;0.51;
KMT-2018-BLG-0087L b;1;;0.66;;;;;;;;;0.11;
KMT-2018-BLG-0087L b;1;;0.87;;;;;;;;;0.1;
KMT-2018-BLG-0247L b;1;;2.46;;;;;;;;;0.29;
KMT-2018-BLG-0247L b;1;;2.56;;;;;;;;;0.27;
KMT-2018-BLG-0247L b;1;;2.11;;;;;;;;;0.35;
KMT-2018-BLG-0748L b;1;;0.62;;;;;;;;;0.09;
KMT-2018-BLG-0885L b;1;;1.07;;;;;;;;;0.29;
KMT-2018-BLG-0885L b;1;;2.64;;;;;;;;;0.29;
KMT-2018-BLG-1025L b;1;;1.305;;;;;;;;;0.22;
KMT-2018-BLG-1025L b;1;;0.65;;;;;;;;;0.08;
KMT-2018-BLG-1025L b;1;;0.508;;;;;;;;;0.08;
KMT-2018-BLG-1292L b;1;;6.56;;;;;;;;;1.25;
KMT-2018-BLG-1292L b;1;;6.03;;;;;;;;;1.09;
KMT-2018-BLG-1292L b;1;;;;;;;;;;;;
KMT-2018-BLG-1743L b;1;;1.449;;;;;;;;;0.19;
KMT-2018-BLG-1743L b;1;;1.931;;;;;;;;;0.42;
KMT-2018-BLG-1976L b;1;;3.54;;;;;;;;;0.65;
KMT-2018-BLG-1976L b;1;;2.04;;;;;;;;;0.65;
KMT-2018-BLG-1988L b;1;;3.09;;;;;;;;;0.47;
KMT-2018-BLG-1988L b;1;;2.83;;;;;;;;;0.48;
KMT-2018-BLG-1990L b;1;;0.763;;;;;;;;;0.09;
KMT-2018-BLG-1990L b;1;;1.039;;;;;;;;;0.14;
KMT-2018-BLG-1990L b;1;;0.883;;;;;;;;;0.1;
KMT-2018-BLG-1990L b;1;;0.689;;;;;;;;;0.08;
KMT-2018-BLG-1990L b;1;;0.947;;;;;;;;;0.11;
KMT-2018-BLG-1990L b;1;;1.095;;;;;;;;;0.15;
KMT-2018-BLG-1990L b;1;;1.083;;;;;;;;;0.15;
KMT-2018-BLG-1990L b;1;;0.657;;;;;;;;;0.07;
KMT-2018-BLG-1990L b;1;;0.699;;;;;;;;;0.08;
KMT-2018-BLG-1990L b;1;;0.751;;;;;;;;;0.08;
KMT-2018-BLG-1990L b;1;;1.521;;;;;;;;;0.23;
KMT-2018-BLG-1996L b;1;;4.27;;;;;;;;;0.69;
KMT-2018-BLG-1996L b;1;;1.97;;;;;;;;;0.69;
KMT-2018-BLG-2602L b;1;;3.81;;;;;;;;;0.66;
KMT-2019-BLG-0253L b;1;;3.1;;;;;;;;;0.7;
KMT-2019-BLG-0253L b;1;;3.1;;;;;;;;;0.7;
KMT-2019-BLG-0253L b;1;;3.1;;;;;;;;;0.7;
KMT-2019-BLG-0253L b;1;;3.1;;;;;;;;;0.7;
KMT-2019-BLG-0253L b;1;;3.1;;;;;;;;;0.7;
KMT-2019-BLG-0253L b;1;;3.1;;;;;;;;;0.7;
KMT-2019-BLG-0297L b;1;;0.96;;;;;;;;;0.21;
KMT-2019-BLG-0298L b;1;;5.525;;;;;;;;;0.71;
KMT-2019-BLG-0298L b;1;;5.67;;;;;;;;;0.7;
KMT-2019-BLG-0298L b;1;;5.763;;;;;;;;;0.69;
KMT-2019-BLG-0335L b;1;;1.64;;;;;;;;;0.32;
KMT-2019-BLG-0371L b;1;;1.5;;;;;;;;;0.09;
KMT-2019-BLG-0371L b;1;;0.79;;;;;;;;;0.09;
KMT-2019-BLG-0414L b;1;;9.42;;;;;;;;;0.74;
KMT-2019-BLG-0414L b;1;;9.12;;;;;;;;;0.74;
KMT-2019-BLG-0414L b;1;;1.4;;;;;;;;;0.74;
KMT-2019-BLG-0414L b;1;;1.16;;;;;;;;;0.74;
KMT-2019-BLG-0842L b;1;;3.31;;;;;;;;;0.76;
KMT-2019-BLG-0953L b;1;;1.1;;;;;;;;;0.28;
KMT-2019-BLG-1042L b;1;;1.7;;;;;;;;;0.3;
KMT-2019-BLG-1216L b;1;;2.359;;;;;;;;;0.37;
KMT-2019-BLG-1216L b;1;;2.323;;;;;;;;;0.36;
KMT-2019-BLG-1216L b;1;;2.591;;;;;;;;;0.42;
KMT-2019-BLG-1216L b;1;;2.56;;;;;;;;;0.41;
KMT-2019-BLG-1216L b;1;;2.859;;;;;;;;;0.52;
KMT-2019-BLG-1216L b;1;;2.987;;;;;;;;;0.53;
KMT-2019-BLG-1216L b;1;;2.44;;;;;;;;;0.39;
KMT-2019-BLG-1339L b;1;;2.8;;;;;;;;;0.49;
KMT-2019-BLG-1339L b;1;;4.3;;;;;;;;;0.26;
KMT-2019-BLG-1339L b;1;;0.67;;;;;;;;;0.27;
KMT-2019-BLG-1339L b;1;;2.15;;;;;;;;;0.48;
KMT-2019-BLG-1367L b;1;;1.7;;;;;;;;;0.25;
KMT-2019-BLG-1367L b;1;;1.73;;;;;;;;;0.25;
KMT-2019-BLG-1367L b;1;;1.67;;;;;;;;;0.25;
KMT-2019-BLG-1552L b;1;;2.6;;;;;;;;;0.79;
KMT-2019-BLG-1715L b;1;;3.32;;;;;;;;;0.61;
KMT-2019-BLG-1715L b;1;;2.8;;;;;;;;;0.59;
KMT-2019-BLG-1806L b;1;;3.11;;;;;;;;;0.73;
KMT-2019-BLG-1806L b;1;;2.87;;;;;;;;;0.75;
KMT-2019-BLG-1806L b;1;;2.85;;;;;;;;;0.74;
KMT-2019-BLG-1806L b;1;;3.02;;;;;;;;;0.74;
KMT-2019-BLG-1806L b;1;;3.17;;;;;;;;;0.75;
KMT-2019-BLG-1953L b;1;;;;;;;;;;;;
KMT-2019-BLG-1953L b;1;;;;;;;;;;;;
KMT-2019-BLG-1953L b;1;;;;;;;;;;;;
KMT-2019-BLG-1953L b;1;;;;;;;;;;;;
KMT-2019-BLG-1953L b;1;;;;;;;;;;;;
KMT-2019-BLG-1953L b;1;;;;;;;;;;;0.31;
KMT-2019-BLG-2783L b;1;;1.85;;;;;;;;;0.34;
KMT-2019-BLG-2974L b;1;;2.0;;;;;;;;;0.47;
KMT-2020-BLG-0414L b;1;;1.79;;;;;;;;;0.36;
KMT-2020-BLG-0414L b;1;;1.04;;;;;;;;;0.22;
KMT-2020-BLG-0414L b;1;;1.62;;;;;;;;;0.34;
KMT-2020-BLG-0414L b;1;;1.26;;;;;;;;;0.26;
KMT-2020-BLG-0414L c;1;;0.16;;;;;;;;;0.36;
KMT-2020-BLG-0414L c;1;;0.12;;;;;;;;;0.26;
KMT-2020-BLG-0414L c;1;;16.6;;;;;;;;;0.34;
KMT-2020-BLG-0414L c;1;;11.4;;;;;;;;;0.22;
KMT-2021-BLG-0119L b;1;;3.23;;;;;;;;;0.69;
KMT-2021-BLG-0119L b;1;;3.24;;;;;;;;;0.69;
KMT-2021-BLG-0119L b;1;;2.87;;;;;;;;;0.55;
KMT-2021-BLG-0119L b;1;;2.92;;;;;;;;;0.56;
KMT-2021-BLG-0171L b;1;;4.5;;;;;;;5200.0;;0.78;
KMT-2021-BLG-0171L b;1;;3.5;;;;;;;5200.0;;0.78;
KMT-2021-BLG-0171L b;1;;3.6;;;;;;;5200.0;;0.81;
KMT-2021-BLG-0171L b;1;;3.3;;;;;;;5200.0;;0.78;
KMT-2021-BLG-0171L b;1;;3.7;;;;;;;5200.0;;0.78;
KMT-2021-BLG-0171L b;1;;3.8;;;;;;;5200.0;;0.83;
KMT-2021-BLG-0171L b;1;;2.9;;;;;;;5200.0;;0.8;
KMT-2021-BLG-0171L b;1;;2.8;;;;;;;5200.0;;0.76;
KMT-2021-BLG-0171L b;1;;4.4;;;;;;;5200.0;;0.74;
KMT-2021-BLG-0171L b;1;;3.7;;;;;;;5200.0;;0.83;
KMT-2021-BLG-0171L b;1;;3.6;;;;;;;5200.0;;0.79;
KMT-2021-BLG-0192L b;1;;1.62;;;;;;;;;0.27;
KMT-2021-BLG-0192L b;1;;3.51;;;;;;;;;0.55;
KMT-2021-BLG-0192L b;1;;1.62;;;;;;;;;0.27;
KMT-2021-BLG-0192L b;1;;2.76;;;;;;;;;0.27;
KMT-2021-BLG-0192L b;1;;2.79;;;;;;;;;0.27;
KMT-2021-BLG-0192L b;1;;2.07;;;;;;;;;0.55;
KMT-2021-BLG-0240L b;1;;3.1;;;;;;;;;0.56;
KMT-2021-BLG-0240L b;1;;2.8;;;;;;;;;0.56;
KMT-2021-BLG-0240L b;1;;2.7;;;;;;;;;0.47;
KMT-2021-BLG-0240L b;1;;2.7;;;;;;;;;0.47;
KMT-2021-BLG-0240L b;1;;2.5;;;;;;;;;0.47;
KMT-2021-BLG-0240L b;1;;2.5;;;;;;;;;0.47;
KMT-2021-BLG-0320L b;1;;2.55;;;;;;;;;0.32;
KMT-2021-BLG-0320L b;1;;1.54;;;;;;;;;0.32;
KMT-2021-BLG-0322L b;2;;;;;;;;;;;0.62;
KMT-2021-BLG-0322L b;2;;;;;;;;;;;0.62;
KMT-2021-BLG-0712L b;1;;2.29;;;;;;;;;0.23;
KMT-2021-BLG-0712L b;1;;1.57;;;;;;;;;0.14;
KMT-2021-BLG-0712L b;1;;2.22;;;;;;;;;0.22;
KMT-2021-BLG-0748L b;1;;2.43;;;;;;;;;0.36;
KMT-2021-BLG-0748L b;1;;2.46;;;;;;;;;0.36;
KMT-2021-BLG-0748L b;1;;2.35;;;;;;;;;0.36;
KMT-2021-BLG-0909L b;1;;1.75;;;;;;;;;0.38;
KMT-2021-BLG-0912L b;1;;3.14;;;;;;;;;0.8;
KMT-2021-BLG-0912L b;1;;3.03;;;;;;;;;0.75;
KMT-2021-BLG-1077L b;1;;1.26;;;;;;;;;0.14;
KMT-2021-BLG-1077L b;1;;1.26;;;;;;;;;0.14;
KMT-2021-BLG-1077L c;1;;0.93;;;;;;;;;0.14;
KMT-2021-BLG-1077L c;1;;0.93;;;;;;;;;0.14;
KMT-2021-BLG-1105L b;1;;4.79;;;;;;;;;1.17;
KMT-2021-BLG-1105L b;1;;3.7;;;;;;;;;1.17;
KMT-2021-BLG-1105L b;1;;2.78;;;;;;;;;0.61;
KMT-2021-BLG-1105L b;1;;3.6;;;;;;;;;0.61;
KMT-2021-BLG-1105L b;1;;2.82;;;;;;;;;0.63;
KMT-2021-BLG-1105L b;1;;3.64;;;;;;;;;0.63;
KMT-2021-BLG-1105L b;1;;3.54;;;;;;;;;0.63;
KMT-2021-BLG-1150L b;1;;4.5;;;;;;;;;0.73;
KMT-2021-BLG-1150L b;1;;4.5;;;;;;;;;0.73;
KMT-2021-BLG-1253L b;1;;1.52;;;;;;;;;0.24;
KMT-2021-BLG-1253L b;1;;1.76;;;;;;;;;0.22;
KMT-2021-BLG-1253L b;1;;1.96;;;;;;;;;0.29;
KMT-2021-BLG-1253L b;1;;1.3;;;;;;;;;0.21;
KMT-2021-BLG-1253L b;1;;1.72;;;;;;;;;0.29;
KMT-2021-BLG-1303L b;1;;2.89;;;;;;;;;0.57;
KMT-2021-BLG-1372L b;1;;2.45;;;;;;;;;0.42;
KMT-2021-BLG-1372L b;1;;2.22;;;;;;;;;0.42;
KMT-2021-BLG-1372L b;1;;2.37;;;;;;;;;0.42;
KMT-2021-BLG-1391L b;1;;1.63;;;;;;;;;0.23;
KMT-2021-BLG-1391L b;1;;2.41;;;;;;;;;0.39;
KMT-2021-BLG-1391L b;1;;2.26;;;;;;;;;0.38;
KMT-2021-BLG-1391L b;1;;2.29;;;;;;;;;0.37;
KMT-2021-BLG-1391L b;1;;1.49;;;;;;;;;0.23;
KMT-2021-BLG-1547L b;1;;4.5;;;;;;;;;0.72;
KMT-2021-BLG-1554L b;1;;;;;;;;;;;;
KMT-2021-BLG-1554L b;1;;0.72;;;;;;;;;0.08;
KMT-2021-BLG-1554L b;1;;0.96;;;;;;;;;0.08;
KMT-2021-BLG-1689L b;1;;2.5;;;;;;;4570.0;;0.58;
KMT-2021-BLG-1689L b;1;;2.2;;;;;;;4570.0;;0.58;
KMT-2021-BLG-1689L b;1;;3.0;;;;;;;4570.0;;0.57;
KMT-2021-BLG-1689L b;1;;3.1;;;;;;;4570.0;;0.68;
KMT-2021-BLG-1689L b;1;;3.5;;;;;;;4570.0;;0.74;
KMT-2021-BLG-1689L b;1;;2.5;;;;;;;4570.0;;0.58;
KMT-2021-BLG-1689L b;1;;3.3;;;;;;;4570.0;;0.68;
KMT-2021-BLG-1770L b;1;;0.9;;;;;;;;;0.13;
KMT-2021-BLG-1898L b;1;;3.0;;;;;;;;;0.48;
KMT-2021-BLG-1898L b;1;;1.9;;;;;;;;;0.48;
KMT-2021-BLG-2010L b;1;;1.79;;;;;;;;;0.37;
KMT-2021-BLG-2010L b;1;;2.42;;;;;;;;;0.37;
KMT-2021-BLG-2294L b;1;;1.13;;;;;;;;;0.14;
KMT-2021-BLG-2294L b;1;;1.07;;;;;;;;;0.11;
KMT-2021-BLG-2294L b;1;;1.15;;;;;;;;;0.14;
KMT-2021-BLG-2294L b;1;;0.94;;;;;;;;;0.11;
KMT-2021-BLG-2478L b;1;;1.83;;;;;;;;;0.2;
KMT-2021-BLG-2478L b;1;;1.87;;;;;;;;;0.2;
KMT-2021-BLG-2478L b;1;;1.85;;;;;;;;;0.2;
KMT-2021-BLG-2609L b;1;;2.3;;;;;;;;;0.2;
KMT-2021-BLG-2609L b;1;;2.3;;;;;;;;;0.2;
KMT-2022-BLG-0303L b;1;;4.81;;;;;;;;;0.37;
KMT-2022-BLG-0371L b;1;;3.42;;;;;;;;;0.63;
KMT-2022-BLG-0371L b;1;;3.02;;;;;;;;;0.63;
KMT-2022-BLG-0440L b;1;;1.9;;;;;;;;;0.53;
KMT-2022-BLG-0440L b;1;;4.6;;;;;;;;;0.53;
KMT-2022-BLG-1013L b;1;;1.38;;;;;;;;;0.18;
KMT-2022-BLG-2286L b;1;;3.32;;;;;;;;;0.45;
KMT-2022-BLG-2286L b;1;;2.02;;;;;;;;;0.2;
KMT-2023-BLG-0416L b;1;;2.96;;;;;;;;;0.63;
KMT-2023-BLG-0416L b;1;;3.73;;;;;;;;;0.61;
KMT-2023-BLG-0416L b;1;;2.32;;;;;;;;;0.64;
KMT-2023-BLG-0416L b;1;;3.04;;;;;;;;;0.61;
KMT-2023-BLG-0469L b;1;;2.42;;;;;;;;;0.47;
KMT-2023-BLG-0469L b;1;;2.32;;;;;;;;;0.47;
KMT-2023-BLG-0469L b;1;;2.31;;;;;;;;;0.47;
KMT-2023-BLG-0735L b;1;;2.66;;;;;;;;;0.61;
KMT-2023-BLG-0735L b;1;;2.96;;;;;;;;;0.61;
KMT-2023-BLG-1431L b;1;;2.3;;;;;;;;;0.57;
KMT-2023-BLG-1431L b;1;;3.2;;;;;;;;;0.57;
KMT-2023-BLG-1454L b;1;;1.33;;;;;;;;;;
KMT-2023-BLG-1454L b;1;;1.26;;;;;;;;;;
KMT-2023-BLG-1454L b;1;;1.18;;;;;;;;;0.17;
KMT-2023-BLG-1454L b;1;;1.47;;;;;;;;;;
KMT-2023-BLG-1642L b;1;;1.41;;;;;;;;;0.17;
KMT-2023-BLG-1642L b;1;;1.32;;;;;;;;;0.13;
KMT-2023-BLG-1743L b;1;;1.16;;;;;;;;;0.11;
KMT-2023-BLG-1866L b;1;;2.63;;;;;;;;;0.51;
KMT-2023-BLG-1866L b;1;;2.48;;;;;;;;;0.49;
KMT-2023-BLG-1866L b;1;;2.5;;;;;;;;;0.48;
KMT-2024-BLG-1044L b;1;;;;;;;;;;;0.13;
KMT-2024-BLG-1044L b;1;;;;;;;;;;;0.07;
KOBE-1 b;1;8.5399;0.07006;;;0.0;20.56;3.75;594.0;4135.0;0.62;0.63;0.07009442360836907
KOBE-1 c;1;29.671;0.16071;;;0.0;3.91;3.5;392.0;4135.0;0.62;0.63;0.16079396124110398
KOI-12 b;1;17.8552333;0.151;16.029;88.95;0.72;;800.0;;6820.0;1.63;1.45;0.15132166657065918
KOI-12 b;1;;;14.433;;;196.51;;;6820.0;1.5;;
KOI-12 b;1;17.8552197;0.1463;14.63;89.95;0.0;186.24;;942.0;6635.0;1.52;1.31;0.14628574001018774
KOI-12 b;1;17.8552197;0.1463;14.63;89.95;0.0;186.24;;942.0;6635.0;1.52;1.31;0.14628574001018774
KOI-12 b;1;17.855182;0.154;13.787;;0.34;;;;;1.4;1.5;0.15304108504851488
KOI-12 b;1;17.8552276;;;88.95;;;;;6820.0;1.63;1.45;0.151321634365963
KOI-12 b;1;17.8552329;;;;;;;;;;;
KOI-12 b;1;17.85523009;;;;;;;;6779.23;1.49;1.45;0.15132164843433069
KOI-12 b;1;17.85522584;;;;;;;;6779.23;1.49;1.45;0.15132162442205613
KOI-12 b;1;17.85523216;;14.598;;;183.21;;938.0;6779.2;1.49;;
KOI-12 b;1;17.85522168;;;;;;;;6779.23;1.49;1.45;0.15132160091827493
KOI-12 b;1;17.8552197;0.1463;14.63;89.95;0.0;186.24;;942.0;6635.0;1.52;1.31;0.14628574001018774
KOI-12 b;1;17.85523;;17.262;88.95;0.72;;800.0;;6820.0;1.75;1.82;0.16323083069518762
KOI-12 b;1;17.8552197;;18.37;;;;;;6918.0;1.91;1.55;0.154723207677367
KOI-12 b;1;17.85522168;0.1491;13.16;89.79;0.0;163.04;;911.0;6823.0;1.37;1.39;0.14920493689032704
KOI-12 b;1;17.855149;0.144;13.4;89.95;0.0;;;912.0;6635.0;1.4;1.26;0.14440002321425816
KOI-1257 b;2;86.64763676;0.3529;7.62;89.95;0.0;4.24;;366.0;5321.0;0.86;0.78;0.3527530503555652
KOI-1257 b;2;86.64764448;;;;;;;;;;;
KOI-1257 b;2;86.64766384;;;;;;;;;;;
KOI-1257 b;2;86.64763676;0.3529;7.62;89.95;0.0;4.24;;366.0;5321.0;0.86;0.78;0.3527530503555652
KOI-1257 b;2;86.64767898;;;;;;;;;;;
KOI-1257 b;2;86.64763676;0.3529;7.62;89.95;0.0;4.24;;366.0;5321.0;0.86;0.78;0.3527530503555652
KOI-1257 b;2;86.647661;0.382;10.54;89.66;0.772;;;511.0;5520.0;1.13;0.99;0.38193054232676005
KOI-1257 b;2;86.64774;0.355;7.1;89.95;0.0;;;364.0;5311.0;0.85;0.8;0.3557429081017829
